Id,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,ridge_residual,enet_residual,MoYr Sold,is Pool,Lot Ratio,Bsmt GLQ,is Fireplace,Sum Bath,Garage Ratio,is Shed,is PUD,Cond Feeder,Cond Artery,Cond Pos,Cond RR,Porch SF,is Remodeled,Last Remodel
2852,RL,69.0,4899,1,None,0,HLS,AllPub,Corner,0,SWISU,1Fam,2Story,6,8,1920,Gable,None,0.0,2,3,1,755.0,4,1,4,755,755,0,1510,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,216.0,TA,TA,Y,0,0,6,2006,149000,-6256.447974038456,1859.8136289625252,2006.5,0,1.0289855072463767,0,0,1.0,216.0,0,0,0,0,0,0,164,1,56
1198,RL,87.0,9246,1,None,1,Lvl,AllPub,Inside,0,NWAmes,Duplex,1Story,5,5,1973,Gable,BrkFace,564.0,2,3,1,1656.0,2,1,4,1656,0,0,1656,4,2,TA,8,Typ,0,NA,Detchd,Unf,2.0,506.0,TA,TA,Y,0,0,11,2008,135000,,,2008.9166666666667,0,1.2215616329766152,0,0,2.0,253.0,0,0,1,0,0,0,211,0,35
1681,RL,69.05520046484602,4928,1,None,1,Lvl,AllPub,Inside,0,NPkVill,TwnhsE,1Story,6,5,1976,Gable,None,0.0,2,4,1,1078.0,2,1,4,958,0,0,958,2,1,TA,5,Typ,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,0,0,2,2007,128000,,,2007.1666666666667,0,2.3089553053707177,0,1,2.0,220.0,0,1,0,0,0,0,205,0,31
1773,RL,69.05520046484602,12692,1,None,1,Lvl,AllPub,Inside,0,NoRidge,1Fam,1Story,8,5,1992,Hip,None,0.0,2,4,1,3200.0,4,1,4,3228,0,0,3228,4,1,Gd,10,Typ,1,Gd,Attchd,RFn,2.0,546.0,TA,TA,Y,0,0,5,2007,430000,,,2007.4166666666667,0,2.3089553053707177,1,1,4.0,273.0,0,0,0,0,0,0,630,1,14
1825,RL,84.0,7476,1,None,0,Lvl,AllPub,Corner,0,Sawyer,1Fam,1Story,5,7,1968,Gable,None,0.0,2,3,1,1040.0,2,1,4,1040,0,0,1040,3,1,TA,5,Typ,0,NA,Detchd,Fin,2.0,686.0,TA,TA,Y,0,0,6,2007,145000,-1402.8105946551805,872.5056672759674,2007.5,0,1.0595238095238095,0,0,2.5,343.0,0,0,0,0,0,0,188,0,39
2208,RL,53.0,5362,1,None,0,Lvl,AllPub,Corner,0,Crawfor,1Fam,1.5Fin,5,6,1910,Gable,None,0.0,2,3,1,661.0,4,1,4,661,589,0,1250,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2.0,552.0,TA,TA,Y,0,0,11,2007,139000,15740.322302556408,-17734.50518415832,2007.9166666666667,0,1.9088643645425418,0,1,2.0,276.0,0,0,0,0,0,0,323,1,4
1646,RL,78.0,12090,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,SLvl,6,7,1984,Hip,BrkFace,74.0,2,4,1,585.0,4,1,4,1140,728,0,1868,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,477.0,TA,TA,Y,0,0,1,2007,178000,,,2007.0833333333333,0,1.9871794871794872,0,1,3.5,238.5,0,0,0,0,0,0,527,1,4
1060,RL,96.0,12539,1,None,0,Lvl,AllPub,Inside,0,NridgHt,1Fam,2Story,10,5,2005,Hip,BrkFace,468.0,2,5,4,1620.0,4,1,4,1632,1158,0,2790,4,1,Ex,10,Typ,1,Ex,BuiltIn,Fin,4.0,1150.0,TA,TA,Y,0,0,6,2008,460000,,,2008.5,0,1.3605685763888888,1,1,3.5,287.5,0,0,0,0,1,0,422,1,2
748,RL,69.05520046484602,11888,1,Pave,1,Bnk,AllPub,Inside,0,BrkSide,1Fam,2.5Unf,6,6,1916,Gable,None,0.0,2,3,1,844.0,3,0,3,1445,689,0,2134,5,1,Gd,10,Typ,0,NA,Detchd,Unf,2.0,441.0,TA,TA,Y,0,0,7,2009,214500,,,2009.5833333333333,0,2.3089553053707177,0,0,2.0,220.5,0,0,0,0,1,0,328,1,15
2846,other,69.05520046484602,7082,1,None,0,Lvl,AllPub,Inside,0,SWISU,2fmCon,2Story,5,8,1916,Gable,None,0.0,2,3,2,686.0,3,1,4,948,980,0,1928,5,2,TA,10,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,7,2006,160000,-10327.503685948965,9512.105783656196,2006.5833333333333,0,2.3089553053707177,0,0,2.0,270.5851660643607,0,0,0,0,0,0,228,1,11
493,RL,69.05520046484602,8755,1,None,1,Lvl,AllPub,FR2,0,Gilbert,1Fam,2Story,7,5,1999,Gable,BrkFace,298.0,2,4,1,992.0,4,1,4,1022,1038,0,2060,3,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2.0,390.0,TA,TA,Y,4,0,6,2009,214000,,,2009.5,0,2.3089553053707177,0,1,3.5,195.0,0,0,0,0,0,1,168,0,10
694,RM,68.0,4080,1,Grvl,0,Lvl,AllPub,Inside,0,OldTown,1Fam,1.5Fin,6,8,1935,Gable,None,0.0,2,3,1,901.0,3,1,4,861,517,0,1378,3,1,Gd,6,Typ,0,NA,Detchd,Unf,1.0,162.0,Fa,Fa,P,0,0,6,2009,128900,-5007.386373977468,5694.215374579479,2009.5,0,0.8823529411764706,0,0,1.0,162.0,0,0,0,0,0,0,94,1,11
2283,RL,69.05520046484602,32463,1,None,0,Low,AllPub,Inside,1,Mitchel,2fmCon,1Story,4,4,1961,Gable,Stone,149.0,3,3,3,1249.0,4,1,4,1622,0,0,1622,3,1,TA,7,Typ,1,TA,2Types,Fin,4.0,1356.0,TA,TA,Y,0,0,3,2007,168000,,,2007.25,0,2.3089553053707177,0,1,2.0,339.0,0,0,0,0,0,0,439,1,32
1800,FV,112.0,12217,1,None,1,Lvl,AllPub,Inside,0,Somerst,1Fam,2Story,8,5,2007,Hip,None,0.0,2,5,3,955.0,4,1,4,955,925,0,1880,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,880.0,TA,TA,Y,0,0,12,2007,310013,-4157.892542951595,3146.9028057457763,2008.0,0,0.9739317602040817,1,1,3.5,293.3333333333333,0,0,0,0,0,0,295,0,0
1632,RL,69.05520046484602,3696,1,None,0,Lvl,AllPub,Inside,0,StoneBr,TwnhsE,1Story,8,5,1986,Gable,None,0.0,2,4,1,1074.0,4,1,4,1088,0,0,1088,2,1,Gd,5,Typ,0,NA,Attchd,RFn,2.0,461.0,TA,TA,Y,0,0,10,2007,170000,-8523.667234010645,12211.77641569698,2007.8333333333333,0,2.3089553053707177,0,0,1.5,230.5,0,1,0,0,0,0,211,0,21
2624,RL,70.0,7560,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,5,1959,Gable,None,0.0,2,3,1,1040.0,2,1,3,1040,0,0,1040,3,1,TA,6,Typ,0,NA,Attchd,RFn,1.0,286.0,TA,TA,Y,2,0,7,2006,133700,-2883.25040867168,2081.14010485413,2006.5833333333333,0,1.542857142857143,0,0,1.0,286.0,0,0,0,0,0,0,392,0,47
2197,RL,55.0,10592,1,None,0,Lvl,AllPub,Inside,0,Crawfor,1Fam,2Story,6,7,1923,Hip,None,0.0,3,3,1,602.0,2,1,4,900,602,0,1502,3,1,Gd,7,Typ,2,TA,Detchd,Unf,1.0,180.0,TA,TA,Y,0,0,8,2007,165000,-18550.288736669987,14119.8245205282,2007.6666666666667,0,3.5014876033057853,0,1,1.5,180.0,0,0,0,0,0,0,261,1,11
1045,RM,21.0,1680,1,None,0,Lvl,AllPub,Inside,0,BrDale,TwnhsE,2Story,6,3,1971,Gable,BrkFace,604.0,2,3,1,483.0,2,1,4,483,504,0,987,2,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,8,2008,89500,,,2008.6666666666667,0,3.8095238095238093,0,0,1.5,264.0,0,1,0,0,0,0,0,0,37
2549,RL,75.0,10382,1,None,0,Lvl,AllPub,Inside,0,NAmes,2fmCon,SLvl,6,5,1958,Hip,BrkFace,105.0,1,3,4,588.0,2,1,4,1095,0,0,1095,2,1,TA,6,Typ,0,NA,Attchd,RFn,1.0,264.0,TA,TA,Y,0,0,3,2006,140000,,,2006.25,0,1.845688888888889,0,0,2.0,264.0,0,0,0,0,0,0,0,0,48
2829,RM,24.0,2522,1,None,0,Lvl,AllPub,Inside,0,Edwards,Twnhs,2Story,7,5,2004,Gable,Stone,50.0,2,4,1,970.0,4,1,4,970,739,0,1709,3,1,Gd,7,Maj,0,NA,Detchd,Unf,2.0,380.0,TA,TA,Y,0,0,5,2006,134000,40915.083966665086,-41750.176819522574,2006.4166666666667,0,4.378472222222222,0,0,2.0,190.0,0,1,0,0,0,0,40,0,2
2480,RL,70.0,9370,1,None,2,Lvl,AllPub,Inside,0,SawyerW,1Fam,2Story,6,5,1992,Gable,None,0.0,2,4,1,836.0,4,1,4,844,887,0,1731,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,462.0,TA,TA,Y,0,3000,10,2006,248500,-2336.7776972152933,2639.475760458852,2006.8333333333333,0,1.9122448979591837,0,0,3.5,231.0,0,0,0,0,0,0,616,1,13
2724,RL,69.05520046484602,10246,1,None,1,Lvl,AllPub,CulDSac,0,Sawyer,1Fam,SLvl,4,9,1965,Gable,None,0.0,3,3,3,648.0,4,1,4,960,0,0,960,0,1,TA,3,Typ,0,NA,Attchd,Unf,1.0,364.0,TA,TA,Y,0,0,5,2006,145000,3598.2815356307547,-2552.636650996341,2006.4166666666667,0,2.3089553053707177,1,0,1.5,364.0,0,0,0,0,0,0,88,1,5
2352,RL,85.0,11475,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,2Story,6,6,1975,Gable,None,0.0,2,4,1,713.0,2,1,4,811,741,0,1552,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,434.0,TA,TA,Y,3,0,2,2006,179900,,,2006.1666666666667,0,1.588235294117647,0,1,3.5,217.0,0,0,0,0,0,1,417,0,31
1783,RL,75.0,9986,1,None,0,Lvl,AllPub,Inside,0,Somerst,1Fam,1Story,8,5,2006,Gable,BrkFace,428.0,2,5,3,1795.0,4,1,4,1795,0,0,1795,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,895.0,TA,TA,Y,0,0,2,2007,147000,-1816.7889788873729,4927.813456032483,2007.1666666666667,0,1.775288888888889,0,1,2.0,298.3333333333333,0,0,0,0,0,0,49,1,0
338,RL,63.0,10475,1,None,0,Lvl,AllPub,Inside,0,Mitchel,1Fam,2Story,5,5,1991,Gable,None,0.0,2,4,1,624.0,3,1,4,624,650,0,1274,3,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,2,0,3,2010,136000,-8309.501737723185,5324.381077153637,2010.25,0,2.63920382968002,0,0,1.5,288.0,0,0,0,0,0,0,22,0,19
196,RM,50.0,6000,1,None,0,Lvl,AllPub,Inside,0,BrkSide,1Fam,1.5Fin,6,6,1940,Gable,None,0.0,3,3,1,572.0,4,1,3,848,348,0,1196,3,1,TA,6,Typ,2,Gd,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,3,2010,128000,,,2010.25,0,2.4,0,1,2.0,288.0,0,0,0,0,0,0,0,1,60
762,RL,50.0,4280,1,None,1,Lvl,AllPub,Inside,0,Sawyer,1Fam,1Story,4,9,1946,Gable,None,0.0,3,2,1,560.0,4,1,3,704,0,0,704,2,1,Fa,4,Typ,0,NA,CarPort,Unf,1.0,220.0,TA,TA,Y,0,0,9,2009,88750,-18110.299596814264,18837.17598944888,2009.75,0,1.712,0,0,1.5,220.0,0,0,0,0,0,0,24,1,8
151,RL,119.0,10895,1,None,0,Lvl,AllPub,Corner,0,NAmes,1Fam,1Story,5,6,1955,Gable,None,0.0,3,3,1,972.0,2,1,4,972,0,0,972,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,305.0,TA,TA,Y,2,0,6,2010,122500,,,2010.5,0,0.7693665701574748,0,0,1.0,305.0,0,0,0,0,0,0,205,0,55
158,RL,78.0,17503,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1.5Fin,6,5,1948,Gable,None,0.0,2,3,1,912.0,2,1,4,912,546,0,1458,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1.0,330.0,TA,TA,Y,0,0,1,2010,97500,-5756.466992980015,4029.876785351953,2010.0833333333333,0,2.876890203813281,0,1,1.5,330.0,0,0,0,1,0,0,192,1,60
2572,RL,109.0,9723,1,None,1,Lvl,AllPub,Corner,0,NAmes,1Fam,1Story,6,7,1963,Hip,BrkFace,332.0,2,3,1,1008.0,2,1,4,1008,0,0,1008,2,1,TA,5,Typ,0,NA,Attchd,RFn,2.0,430.0,TA,TA,Y,0,0,10,2006,135000,-11810.691958737298,14019.078300069728,2006.8333333333333,0,0.8183654574530763,0,0,1.0,215.0,0,0,0,0,0,0,0,0,43
1686,RL,90.0,11694,1,None,0,Lvl,AllPub,Inside,0,NridgHt,1Fam,1Story,9,5,2007,Hip,BrkFace,452.0,2,5,3,1822.0,4,1,4,1828,0,0,1828,3,1,Gd,9,Typ,1,Gd,Attchd,Unf,3.0,774.0,TA,TA,Y,0,0,7,2007,314813,-1556.5085417288064,-1099.8930368236615,2007.5833333333333,0,1.4437037037037037,1,1,2.0,258.0,0,0,0,0,0,0,368,0,0
943,other,105.0,8470,1,None,1,Lvl,AllPub,Corner,0,IDOTRR,1Fam,1.5Fin,3,2,1915,Hip,None,0.0,1,3,1,1013.0,2,0,4,1013,0,513,1526,2,1,Fa,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,3,0,10,2009,85000,-2903.402699879778,3794.213851392444,2009.8333333333333,0,0.7682539682539683,0,0,1.0,270.5851660643607,0,0,1,0,0,0,156,1,27
735,RM,50.0,6000,1,None,0,Lvl,AllPub,Inside,0,BrkSide,1Fam,1.5Fin,6,9,1937,Gable,None,0.0,2,3,1,698.0,2,1,4,786,390,0,1176,2,1,TA,4,Typ,0,NA,Detchd,Unf,2.0,624.0,TA,TA,N,0,0,7,2009,134900,-5454.181984520081,2555.1310064479185,2009.5833333333333,0,2.4,0,0,1.0,312.0,0,0,0,0,0,0,210,1,9
2741,RL,70.0,10519,1,None,0,Lvl,AllPub,Inside,0,Edwards,1Fam,1Story,5,8,1955,Hip,Stone,164.0,2,3,2,1057.0,3,1,4,1057,0,0,1057,3,1,Gd,6,Typ,0,NA,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,3,2006,137000,,,2006.25,0,2.146734693877551,0,0,1.5,288.0,0,0,0,0,0,0,0,1,7
1106,RL,91.0,10437,1,None,1,Lvl,AllPub,Inside,0,NoRidge,1Fam,1Story,8,6,1995,Hip,BrkFace,660.0,3,4,4,2109.0,4,1,4,2113,0,0,2113,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3.0,839.0,TA,TA,Y,0,0,8,2008,350000,,,2008.6666666666667,0,1.2603550295857988,1,1,3.5,279.6666666666667,0,0,0,0,0,0,282,0,13
2375,RL,65.0,7514,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,7,1967,Hip,None,0.0,2,3,2,943.0,2,1,4,1387,0,0,1387,3,1,TA,6,Typ,1,TA,Attchd,RFn,1.0,300.0,TA,TA,Y,0,0,9,2006,145000,,,2006.75,0,1.7784615384615385,0,1,2.0,300.0,0,0,0,0,0,0,240,1,31
1701,RL,118.0,13654,1,None,1,Lvl,AllPub,CulDSac,0,NridgHt,1Fam,2Story,9,5,2005,Gable,BrkFace,365.0,2,5,4,1704.0,4,1,4,1722,1036,0,2758,4,1,Ex,9,Typ,1,Ex,BuiltIn,Fin,3.0,814.0,TA,TA,Y,0,0,5,2007,418000,-15232.160584378726,13721.852024708263,2007.4166666666667,0,0.9806090203964378,0,1,2.5,271.3333333333333,0,0,0,0,0,0,337,1,1
2657,RM,48.0,5747,1,None,0,Lvl,AllPub,Inside,0,OldTown,1Fam,1Story,3,4,1920,Gable,None,0.0,2,3,1,798.0,3,1,4,840,0,0,840,2,1,Fa,5,Typ,0,NA,Detchd,Unf,1.0,250.0,TA,Fa,N,0,0,6,2006,64000,-18411.23592131369,19102.34591669924,2006.5,0,2.494357638888889,0,0,1.0,250.0,0,0,0,0,0,0,112,1,56
907,other,55.0,4500,1,Pave,2,Bnk,AllPub,Inside,0,SWISU,1Fam,1.5Fin,5,5,1932,Gable,None,0.0,2,3,1,793.0,4,1,4,848,672,0,1520,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,281.0,TA,TA,Y,0,0,7,2009,159434,3225.6038928353228,-2741.167160122656,2009.5833333333333,0,1.487603305785124,0,0,1.0,281.0,0,0,0,0,0,0,56,1,9
1777,RL,91.0,11830,1,None,0,Lvl,AllPub,Inside,0,Somerst,1Fam,1Story,8,5,2007,Gable,BrkFace,164.0,2,4,1,1542.0,4,1,4,1542,0,0,1542,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,3.0,852.0,TA,TA,Y,0,0,7,2007,260261,-5781.153352284542,3777.934855996311,2007.5833333333333,0,1.4285714285714286,1,1,3.0,284.0,0,0,1,0,0,0,278,0,0
164,RL,71.0,8520,1,None,0,Lvl,AllPub,Corner,0,NAmes,1Fam,1.5Fin,5,4,1952,Gable,None,0.0,1,3,1,910.0,1,1,4,910,475,0,1385,4,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,720.0,TA,TA,Y,3,0,6,2010,166000,6491.345325473958,-12475.836084012552,2010.5,0,1.6901408450704225,0,0,2.0,360.0,0,0,0,1,0,0,0,0,58
1973,RL,66.0,6760,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,SFoyer,5,5,1962,Gable,None,0.0,2,3,3,896.0,2,1,4,936,0,0,936,3,1,TA,6,Typ,1,Po,Attchd,RFn,1.0,288.0,TA,TA,Y,0,0,10,2007,130000,13296.392850536446,-12943.549990447093,2007.8333333333333,0,1.5518824609733701,0,1,2.0,288.0,0,0,0,0,0,0,274,0,45
2857,RL,51.0,6191,1,None,0,Lvl,AllPub,Corner,0,SWISU,1Fam,1.5Fin,5,4,1941,Gable,None,0.0,2,2,1,824.0,2,0,4,824,464,0,1288,4,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,11,2006,112000,-61135.06507255626,72911.11943786585,2006.9166666666667,0,2.380238369857747,0,0,1.0,240.0,0,0,0,0,0,0,0,1,56
1208,RL,80.0,8700,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,6,1963,Hip,BrkFace,148.0,3,3,2,1120.0,3,1,4,1128,0,0,1128,3,1,TA,6,Typ,0,NA,Attchd,RFn,2.0,525.0,TA,TA,Y,3,0,12,2008,155000,,,2009.0,0,1.359375,0,0,3.0,262.5,0,0,0,0,0,0,335,0,45
319,RL,92.0,12003,1,None,0,Lvl,AllPub,Corner,0,Timber,1Fam,2Story,8,5,2009,Gable,BrkFace,84.0,2,5,1,774.0,4,1,4,774,1194,0,1968,4,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,3.0,680.0,TA,TA,Y,0,0,5,2010,269500,,,2010.4166666666667,0,1.4181238185255198,0,1,2.5,226.66666666666666,0,0,0,0,0,0,75,1,0
2567,RL,69.05520046484602,12700,1,None,1,Lvl,AllPub,Inside,0,NAmes,1Fam,SLvl,6,5,1964,Gable,None,0.0,2,3,1,1246.0,2,1,4,1246,0,0,1246,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2.0,441.0,TA,TA,Y,0,0,11,2006,172000,10170.87899752648,-12028.182334375626,2006.9166666666667,0,2.3089553053707177,0,1,2.0,220.5,0,0,0,0,0,0,69,0,42
2222,RL,75.0,13125,1,None,0,Lvl,AllPub,Inside,0,Crawfor,1Fam,2Story,7,6,1940,Gable,None,0.0,2,3,1,800.0,2,1,4,960,780,0,1740,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,7,2007,219500,8799.497885968303,-8399.088358659414,2007.5833333333333,0,2.3333333333333335,0,1,1.5,240.0,0,0,0,0,0,0,0,1,23
2493,RL,69.05520046484602,8638,1,None,1,Lvl,AllPub,Inside,0,Sawyer,1Fam,1Story,5,6,1963,Gable,None,0.0,2,3,1,925.0,3,1,4,925,0,0,925,2,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,484.0,TA,TA,Y,0,0,10,2006,133500,1464.8938379251922,-352.39296272819047,2006.8333333333333,0,2.3089553053707177,0,0,2.0,242.0,0,0,0,0,0,1,277,0,43
1757,RL,76.0,9967,1,None,1,Lvl,AllPub,Inside,0,Gilbert,1Fam,SLvl,7,5,2000,Gable,None,0.0,2,4,1,384.0,4,1,4,774,656,0,1430,3,1,TA,8,Typ,1,TA,BuiltIn,RFn,2.0,400.0,TA,TA,Y,0,0,12,2007,170000,,,2008.0,0,1.7255886426592797,0,1,2.5,200.0,0,0,0,0,0,0,100,0,7
184,RM,60.0,9600,1,Grvl,0,Lvl,AllPub,Corner,0,OldTown,1Fam,2Story,8,9,1900,Gable,None,0.0,3,3,1,930.0,2,0,4,930,636,0,1566,3,1,Gd,7,Typ,0,NA,Detchd,Unf,1.0,288.0,TA,TA,Y,0,0,4,2010,150000,-8350.696834207978,8394.85111279742,2010.3333333333333,0,2.6666666666666665,0,0,2.0,288.0,0,0,0,0,0,0,528,1,7
1248,RL,69.05520046484602,12774,1,None,0,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1953,Hip,None,0.0,2,3,1,984.0,2,0,4,950,0,0,950,2,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,400.0,TA,TA,Y,2,0,7,2008,130000,34959.99925259198,-36939.67900963419,2008.5833333333333,0,2.3089553053707177,0,0,1.0,200.0,0,0,0,0,0,0,32,0,55
2574,RL,70.0,8163,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,SLvl,5,6,1959,Gable,BrkFace,128.0,3,3,3,1144.0,2,1,4,1144,0,0,1144,3,1,TA,6,Typ,1,TA,Attchd,RFn,1.0,796.0,TA,TA,Y,0,0,3,2006,143000,-19396.604995787056,18746.90884220824,2006.25,0,1.6659183673469389,0,1,2.0,796.0,0,0,0,0,0,0,86,0,47
1215,RL,90.0,9900,1,None,0,Lvl,AllPub,Corner,0,NAmes,1Fam,1Story,5,5,1961,Gable,None,0.0,3,3,1,1114.0,2,1,4,1114,0,0,1114,3,1,TA,5,Typ,0,NA,Attchd,RFn,2.0,451.0,TA,TA,Y,0,0,5,2008,140000,,,2008.4166666666667,0,1.2222222222222223,0,0,2.0,225.5,0,0,0,0,0,0,164,0,47
1614,RL,95.0,13651,1,None,1,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,7,6,1973,Gable,BrkFace,1115.0,3,4,4,2223.0,4,1,4,2223,0,0,2223,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2.0,516.0,TA,TA,Y,0,0,2,2007,244000,12237.729471484636,-11837.230580602423,2007.1666666666667,0,1.5125761772853186,0,1,3.0,258.0,0,0,0,0,0,0,300,0,34
2039,RM,60.0,7200,1,None,0,Lvl,AllPub,Inside,0,IDOTRR,1Fam,2.5Unf,5,7,1920,Gable,None,0.0,2,3,1,530.0,2,0,4,581,530,0,1111,3,1,Fa,6,Typ,0,NA,Detchd,Unf,1.0,288.0,TA,TA,N,0,0,3,2007,101000,-12687.095909049647,11182.759549715847,2007.25,0,2.0,0,0,1.0,288.0,0,0,0,0,0,0,144,1,11
2669,RM,65.0,9750,1,Grvl,0,Lvl,AllPub,Inside,0,OldTown,1Fam,1Story,5,5,1958,Hip,None,0.0,2,3,1,960.0,4,1,4,960,0,0,960,3,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,624.0,TA,TA,Y,0,4500,7,2006,125000,441.40454727911856,-1902.796401981788,2006.5833333333333,0,2.3076923076923075,0,0,1.0,312.0,0,0,0,0,0,0,0,0,48
1005,RL,73.0,11184,1,None,1,Lvl,AllPub,Corner,0,Gilbert,1Fam,2Story,6,5,1998,Gable,None,0.0,2,4,1,932.0,3,1,4,932,701,0,1633,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,460.0,TA,TA,Y,0,0,4,2008,183000,5076.022839528188,-7174.329911075649,2008.3333333333333,0,2.0987051979733535,0,1,2.5,230.0,0,0,0,0,0,0,39,0,10
753,RM,92.0,5520,1,None,0,Lvl,AllPub,Corner,0,OldTown,1Fam,2.5Fin,6,6,1912,Gable,None,0.0,2,3,1,755.0,4,1,4,929,929,371,2229,5,1,TA,8,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,3,0,7,2009,104000,5571.651304282277,-6785.092832980648,2009.5833333333333,0,0.6521739130434783,0,0,1.0,270.5851660643607,0,0,0,0,0,0,228,1,59
1275,RL,64.0,6390,1,None,0,Lvl,AllPub,Corner,0,NAmes,1Fam,1.5Unf,6,7,1954,Gable,None,0.0,2,3,1,936.0,2,1,3,984,0,0,984,2,1,TA,4,Typ,0,NA,Detchd,Unf,1.0,280.0,TA,TA,Y,2,0,6,2008,112500,,,2008.5,0,1.56005859375,0,0,2.0,280.0,0,0,1,0,0,0,0,0,54
2350,RL,79.0,10240,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,1Story,6,6,1980,Gable,BrkFace,157.0,3,4,1,1686.0,2,1,4,1686,0,0,1686,3,1,TA,7,Typ,1,TA,Attchd,Unf,2.0,612.0,TA,TA,Y,0,0,5,2006,207500,2496.850427049066,-4636.942342647206,2006.4166666666667,0,1.6407626982855312,0,1,3.0,306.0,0,0,0,0,0,0,515,0,26
2762,RL,78.0,9316,1,None,0,Lvl,AllPub,Inside,0,CollgCr,1Fam,1Story,7,5,2005,Gable,BrkFace,140.0,2,4,4,1614.0,4,1,4,1614,0,0,1614,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,576.0,TA,TA,Y,0,0,3,2006,225000,-36681.34911749579,36600.68389380808,2006.25,0,1.5312294543063774,1,1,2.0,288.0,0,0,0,0,0,0,145,0,1
2788,RL,60.0,7200,1,None,0,Low,AllPub,Inside,0,CollgCr,1Fam,1Story,5,8,1972,Gable,None,0.0,2,3,1,864.0,4,1,4,864,0,0,864,3,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,297.0,TA,TA,Y,3,0,3,2006,119900,,,2006.25,0,2.0,0,0,1.0,297.0,0,0,0,0,0,0,0,0,34
2384,RL,108.0,12228,1,None,0,Lvl,AllPub,Corner,0,NridgHt,1Fam,1Story,7,5,2006,Hip,Stone,206.0,2,5,1,1721.0,4,1,4,1740,0,0,1740,4,1,Gd,8,Typ,0,NA,Attchd,RFn,3.0,874.0,TA,TA,Y,0,0,9,2006,293000,,,2006.75,0,1.0483539094650205,0,0,2.0,291.3333333333333,0,0,0,0,0,0,43,0,0
